id,standard,subject,branch,source_class,unit,chapter,topic,subtopic,question_type,question,option_A,option_B,option_C,option_D,correct_option,correct_answer,explanation,difficulty,cognitive_level,marks_correct,marks_incorrect,marks_unattempted,source_document,source_chapter,source_page,syllabus_reference,figure_files,figure_required,tags,generator_eligible,validation_status
NEET27-PHY-1057,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Equilibrium of charges,Multi-step numerical MCQ,"Two small identical balls, each of mass m and charge q, hang from a common point by insulating threads of equal length L. In equilibrium the threads make a small angle with the vertical and the balls are a distance x apart. For small angles, x varies with q as:",q,q¹⁄²,q²⁄³,q¹⁄³,C,q²⁄³,"For each ball the horizontal Coulomb force is balanced through the thread tension: k q² / x² = m g tan θ. For small angles tan θ is approximately (x/2) / L, so k q² / x² = m g x / (2 L), giving x³ = 2 k q² L / (m g). Hence x is proportional to q²⁄³.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Equilibrium of charges,True,PASS
NEET27-PHY-1058,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Effect of medium and dielectric constant,Direct MCQ,"Two point charges separated by a fixed distance experience a force F in vacuum. Keeping the separation unchanged, the charges are immersed in a liquid of dielectric constant 5. The force between them now becomes:",F / 5,5 F,F / √5,F / 25,A,F / 5,"In a medium the permittivity becomes epsilon = K ε₀, so F = q1 q2 / (4 π K ε₀ r²) = F_vacuum / K. With K = 5 the force falls to F / 5.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Effect of medium and dielectric constant,True,PASS
NEET27-PHY-1059,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Statement of the law,Direct MCQ,"According to Coulomb's law, the magnitude of the force between two point charges at rest is:",directly proportional to the product of the charges and inversely proportional to the separation,directly proportional to the product of the charges and inversely proportional to the square of the separation,directly proportional to the product of the charges and directly proportional to the square of the separation,directly proportional to the sum of the charges and inversely proportional to the separation,B,directly proportional to the product of the charges and inversely proportional to the square of the separation,"Coulomb's law states F = k q1 q2 / r². The numerator carries the product of the two charges and the denominator the square of the distance between them, so the force falls to one quarter when the separation is doubled.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Statement of the law,True,PASS
NEET27-PHY-1060,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Force between point charges,Conceptual/application MCQ,"The expression F = k q1 q2 / r² may be applied directly to two uniformly charged conducting spheres, with r taken as the distance between their centres, provided that:",the two spheres have exactly equal radii,the two spheres carry charges of the same sign,their separation is very large compared with their radii,the two spheres are made of the same metal,C,their separation is very large compared with their radii,"When the spheres are close together each sphere induces a redistribution of charge on the other, so the charge is no longer uniformly distributed and the centres are no longer the effective locations of the charge. Only when the separation is much larger than the radii can each sphere be treated as a point charge at its centre.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Force between point charges,True,PASS
NEET27-PHY-1061,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Inverse square dependence,One-step numerical MCQ,"Two fixed point charges repel each other with a force of 16 N. Keeping the charges unchanged, the separation between them is doubled. The new force of repulsion is:",64 N,4 N,32 N,8 N,B,4 N,F2 = F1 × (r1 / r2)² = 16 × (1/2)² = 16 / 4 = 4 N. Doubling the separation reduces the force to one quarter of its original value.,Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Inverse square dependence,True,PASS
NEET27-PHY-1062,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Constants in Coulomb's law,Direct MCQ,In free space the constant k appearing in F = k q1 q2 / r² has the value:,8.85 × 10⁻¹² N m² C⁻²,9 × 10⁹ N m² C⁻²,6.67 × 10⁻¹¹ N m² C⁻²,9 × 10⁻⁹ N m² C⁻²,B,9 × 10⁹ N m² C⁻²,"With ε₀ = 8.85 × 10⁻¹² C² N⁻¹ m⁻², the combination 1 / (4 π ε₀) works out to about 9 × 10⁹ N m² C⁻². This is the standard value of k used in numerical problems.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Constants in Coulomb's law,True,PASS
NEET27-PHY-1063,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Effect of the medium,Direct MCQ,"Two point charges separated by a fixed distance experience a force F in vacuum. When the whole space around them is filled with a medium of dielectric constant K, the force becomes:",F / K²,F / K,"F, unchanged",K F,B,F / K,"In a medium the permittivity becomes epsilon = K ε₀, so the force is F' = q1 q2 / (4 π K ε₀ r²) = F / K. For water with K about 80 the force falls to one eightieth of its vacuum value.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Effect of the medium,True,PASS
NEET27-PHY-1064,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Dielectric constant,Direct MCQ,The dielectric constant of vacuum is:,1,9 × 10⁹,0,8.85 × 10⁻¹²,A,1,"The dielectric constant is defined as the ratio of the permittivity of the medium to the permittivity of free space, K = epsilon / ε₀. For vacuum epsilon equals ε₀, so K = 1. For air the value is very close to 1.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Dielectric constant,True,PASS
NEET27-PHY-1065,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Comparison with gravitation,Conceptual/application MCQ,"Comparing Coulomb's law with Newton's law of gravitation, the correct statement is:",both vary as the inverse square of distance and both can be attractive or repulsive,"only the gravitational force varies as the inverse square of distance, while the Coulomb force varies as the inverse first power","both vary as the inverse square of distance, but only the Coulomb force can be repulsive and depends on the medium",both are independent of the medium between the interacting bodies,C,"both vary as the inverse square of distance, but only the Coulomb force can be repulsive and depends on the medium","Both forces act along the line joining the two bodies and both fall off as 1 / r². The differences are that charge comes in two signs so the Coulomb force can attract or repel while gravitation only attracts, that the Coulomb force is reduced by a factor K in a dielectric while gravitation is unaffected by the intervening medium, and that the Coulomb force is about 10³⁶ times stronger for two protons.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Comparison with gravitation,True,PASS
NEET27-PHY-1066,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Force between two point charges,One-step numerical MCQ,"Two identical point charges placed 1 m apart in vacuum repel each other with a force of 0.9 N. Taking k = 9 × 10⁹ N m² C⁻², the magnitude of each charge is:",1 microC,10 microC,100 microC,0.1 C,B,10 microC,"q² = F r² / k = 0.9 × 1 / (9 × 10⁹) = 1 × 10⁻¹⁰ C². Taking the square root gives q = 1 × 10⁻⁵ C, that is 10 microC on each sphere.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Force between two point charges,True,PASS
NEET27-PHY-1067,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Equilibrium of charges,Multi-step numerical MCQ,Two equal point charges q are fixed at the ends of a line of length r. A third charge is placed at the midpoint of this line so that the whole system is in equilibrium. That third charge must be:,-4 q,-q / 4,-q / 2,-q,B,-q / 4,"Consider one of the end charges. The other end charge repels it with k q² / r² outward. The midpoint charge Q is at distance r / 2 and must attract it inward with k q |Q| / (r/2)² = 4 k q |Q| / r². Equating gives |Q| = q / 4, and the charge must be negative, so it is -q / 4. The midpoint charge is itself in equilibrium by symmetry.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Equilibrium of charges,True,PASS
NEET27-PHY-1068,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Force between point charges,Multi-step numerical MCQ,"A total charge Q is to be split into two parts q and Q - q, which are then held a fixed distance apart. The force between the two parts is greatest when q equals:",2 Q / 3,Q / 2,Q / 3,Q / 4,B,Q / 2,"F = k q (Q - q) / r². Writing the product as q Q - q² and setting the derivative with respect to q to zero gives Q - 2 q = 0, so q = Q / 2. Equivalently, the product of two numbers with a fixed sum is largest when they are equal.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Force between point charges,True,PASS
NEET27-PHY-1069,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Force between point charges,Conceptual/application MCQ,"Each of two point charges is doubled and at the same time the distance between them is doubled. Compared with its original value, the electrostatic force between them is:",doubled,four times the original value,unchanged,one fourth of the original value,C,unchanged,F' = k (2 q1)(2 q2) / (2 r)² = 4 k q1 q2 / (4 r²) = k q1 q2 / r² = F. The two effects cancel exactly.,Easy,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Force between point charges,True,PASS
NEET27-PHY-1070,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Comparison with gravitation,Conceptual/application MCQ,"For two protons separated by any given distance, the ratio of the electrostatic force of repulsion to the gravitational force of attraction is of the order of:",1,10⁻³⁶,10³⁶,10⁹,C,10³⁶,"Both forces vary as the inverse square of the separation, so the distance cancels in the ratio. Substituting k = 9 × 10⁹, e = 1.6 × 10⁻¹⁹ C, G = 6.67 × 10⁻¹¹ and m_p = 1.67 × 10⁻²⁷ kg gives a ratio of about 10³⁶. Electrostatic forces are therefore overwhelmingly dominant at the level of individual particles.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Comparison with gravitation,True,PASS
NEET27-PHY-1071,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Newton's third law and Coulomb forces,Conceptual/application MCQ,"A charge of +1 microC and a charge of +9 microC are held a certain distance apart. Comparing the electrostatic force on the smaller charge with that on the larger charge,:",the two forces are equal in magnitude and in the same direction,the force on the smaller charge is nine times the force on the larger charge,the force on the larger charge is nine times the force on the smaller charge,the two forces are equal in magnitude and opposite in direction,D,the two forces are equal in magnitude and opposite in direction,"Coulomb's law gives the same expression k q1 q2 / r² for the force on each charge, because the same product of charges and the same separation appear. The forces act along the line joining the charges and point in opposite senses, forming a Newton third law pair, even though the charges and the masses may be very different.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Newton's third law and Coulomb forces,True,PASS
NEET27-PHY-1072,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Effect of medium and dielectric constant,Multi-step numerical MCQ,Two point charges placed 20 cm apart in air experience a force F. They are now placed in a medium of dielectric constant 4. The separation at which the force is again exactly F is:,40 cm,80 cm,10 cm,5 cm,C,10 cm,"Equating the two forces gives 1 / r² = 1 / (K r'²), so r'² = r² / K and r' = r / √K = 20 / 2 = 10 cm.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Effect of medium and dielectric constant,True,PASS
NEET27-PHY-1073,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Coulomb's Law,Scaling of the Coulomb force,Conceptual/application MCQ,The force between two point charges is F. One of the charges is made three times larger and the separation is reduced to half its original value. The new force is:,3 F,1.5 F,6 F,12 F,D,12 F,"Tripling one charge multiplies the numerator by 3. Halving the separation divides the denominator by 4, which multiplies the force by 4. The overall factor is 3 × 4 = 12, so the new force is 12 F.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Coulomb's Law|Scaling of the Coulomb force,True,PASS
NEET27-PHY-1074,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Additivity of charge,One-step numerical MCQ,"Three small charged beads carrying +3 microC, -5 microC and +7 microC are stuck on to one insulating rod. The total charge on the rod is:",-5 microC,+5 microC,+10 microC,+15 microC,B,+5 microC,"Total charge = (+3) + (-5) + (+7) microC = +5 microC. Charge is a scalar and adds algebraically, so signs must be carried through the sum.",Easy,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Electric Charge|Additivity of charge,True,PASS
NEET27-PHY-1075,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Charge sharing by conduction,Multi-step numerical MCQ,"A metal sphere carries a charge q. An identical uncharged sphere is touched to it and removed, and then a second identical uncharged sphere is touched to the first sphere and removed. The charge finally left on the original sphere is:",q / 3,q / 2,q / 4,q / 8,C,q / 4,"The first contact shares q equally between two identical spheres, leaving q/2 on the original. The second contact shares that q/2 equally with the next neutral sphere, leaving q/4 on the original sphere.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Electric Charge|Charge sharing by conduction,True,PASS
NEET27-PHY-1076,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Conservation and quantisation,Multi-step numerical MCQ,"Two neutral bodies X and Y are rubbed together and 6.25 × 10¹² electrons are transferred from X to Y. Taking e = 1.6 × 10⁻¹⁹ C, the charges on X and Y are:",X carries -1 microC and Y carries +1 microC,X carries +2 microC and Y carries -1 microC,X carries +1 microC and Y carries +1 microC,X carries +1 microC and Y carries -1 microC,D,X carries +1 microC and Y carries -1 microC,"Charge transferred = n e = 6.25 × 10¹² x 1.6 × 10⁻¹⁹ = 1.0 × 10⁻⁶ C = 1 microC. X has lost these electrons, so X is left with +1 microC, and Y which received them carries -1 microC. The algebraic total is still zero.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Electric Charge|Conservation and quantisation,True,PASS
NEET27-PHY-1077,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Gold leaf electroscope,Direct MCQ,A charged body is touched to the disc of an uncharged gold leaf electroscope. The two gold leaves are seen to diverge because:,the leaves become heavier and sag away from the vertical,the leaves receive charges of opposite sign and attract each other,both leaves receive charge of the same sign and repel each other,the air between the leaves is heated and pushes them apart,C,both leaves receive charge of the same sign and repel each other,"Charge given to the disc spreads over the whole conductor, so each leaf gets charge of the same sign. Like charges repel, so the leaves swing apart. The angle of divergence is a rough measure of the charge given.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Electric Charge|Gold leaf electroscope,True,PASS
NEET27-PHY-1078,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Quantisation of charge,Direct MCQ,The observation that the charge on any body is always an integral multiple of the elementary charge e is known as:,conservation of charge,additivity of charge,polarisation of charge,quantisation of charge,D,quantisation of charge,"Charge exists only in packets of size e. Writing q = n e with n a positive or negative integer expresses exactly this, and the property is named quantisation of charge.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Electric Charge|Quantisation of charge,True,PASS
NEET27-PHY-1079,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Charging by induction,Conceptual/application MCQ,"A negatively charged rod is brought near an isolated metal sphere. The sphere is momentarily earthed while the rod is still held in place, and then the earth connection and the rod are removed in that order. The sphere is left:",uncharged,negatively charged,positively charged,charged only on the face that was near the rod,C,positively charged,"The negative rod repels free electrons to the far side of the sphere. Earthing lets those electrons flow away to the ground. Breaking the earth connection first traps a deficiency of electrons, so when the rod is removed the sphere is left positively charged, opposite in sign to the rod.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Electric Charge|Charging by induction,True,PASS
NEET27-PHY-1080,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Conservation of charge,Direct MCQ,"Two neutral bodies are rubbed together inside a closed insulated box. After rubbing, the algebraic sum of the charges on the two bodies is:",negative and equal in magnitude to the total charge transferred,positive and equal to the charge on the body that gained electrons,twice the charge transferred from one body to the other,zero,D,zero,"Rubbing only transfers electrons from one body to the other. If a charge -q appears on one body then +q appears on the other, so the algebraic total remains zero, the value it had before rubbing.",Easy,Recall,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Electric Charge|Conservation of charge,True,PASS
NEET27-PHY-1081,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Quantisation of charge,One-step numerical MCQ,"A metal ball loses 10¹² electrons. Taking e = 1.6 × 10⁻¹⁹ C, the charge acquired by the ball is:",+1.6 × 10⁻¹⁹ C,-1.6 × 10⁻⁷ C,+1.6 × 10⁻⁷ C,+1.6 × 10⁻³¹ C,C,+1.6 × 10⁻⁷ C,"q = n e = 10¹² x 1.6 × 10⁻¹⁹ = 1.6 × 10⁻⁷ C. Because electrons have been removed, the ball is left with a deficiency of negative charge and so carries +1.6 × 10⁻⁷ C.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Electric Charge|Quantisation of charge,True,PASS
NEET27-PHY-1082,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Basic properties of charge,Statement-based MCQ,Consider the two statements. Statement P: the total charge of an isolated system remains constant. Statement Q: the charge on a particle depends on how fast the particle is moving. Which is correct?,Both P and Q are true,P is false and Q is true,Both P and Q are false,P is true and Q is false,D,P is true and Q is false,"Charge conservation says the algebraic total charge of an isolated system never changes, so P is true. Charge is also invariant, meaning a given particle carries the same charge whether it is at rest or moving fast, so Q is false. Mass, unlike charge, does depend on speed at relativistic speeds.",Medium,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Electric Charge|Basic properties of charge,True,PASS
NEET27-PHY-1083,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Charging by friction,Multi-step numerical MCQ,"An ebonite rod acquires a charge of -1.6 × 10⁻⁷ C when rubbed with fur. Taking the electron mass as 9.1 × 10⁻³¹ kg and e = 1.6 × 10⁻¹⁹ C, the mass of the rod:",remains exactly the same because charge has no mass,increases by about 9.1 × 10⁻³¹ kg,decreases by about 9.1 × 10⁻¹⁹ kg,increases by about 9.1 × 10⁻¹⁹ kg,D,increases by about 9.1 × 10⁻¹⁹ kg,"Number of electrons gained n = (1.6 × 10⁻⁷) / (1.6 × 10⁻¹⁹) = 10¹². Mass gained = 10¹² x 9.1 × 10⁻³¹ = 9.1 × 10⁻¹⁹ kg. Since the rod becomes negative it has gained electrons, so its mass increases by this utterly negligible amount.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Electric Charge|Charging by friction,True,PASS
NEET27-PHY-1084,NEET-UG,Physics,Electricity and Magnetism,XII,Unit 11: Electrostatics,Electric Charges and Fields; Electrostatic Potential and Capacitance,Electric Charge,Charging by induction,Direct MCQ,"A positively charged rod is held close to, but not touching, an isolated neutral metal sphere. The sphere then has:","negative charge on the near face, positive charge on the far face and zero net charge","positive charge on the near face, negative charge on the far face and zero net charge","negative charge on the near face, positive charge on the far face and a net negative charge",uniform positive charge over its whole surface and a net positive charge,A,"negative charge on the near face, positive charge on the far face and zero net charge","Free electrons in the metal are drawn towards the positive rod, so the near face acquires negative charge and the far face is left positive. Since the sphere is isolated, no charge enters or leaves it and its net charge stays zero.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XII",Electric Charges and Fields; Electrostatic Potential and Capacitance,Official syllabus PDF p. 5,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 11: Electrostatics",,False,Electricity and Magnetism|Electric Charge|Charging by induction,True,PASS
